task,cluster_unit,split_regime,seed,metric,point_estimate,bootstrap_mean,bootstrap_sd,q025,q500,q975,n_records,n_clusters,bootstrap_reps,finite_bootstrap_reps
T3_pn_clf,inchikey,pub,20260817,mcc,0.06365344351225735,0.06269424060988243,0.031149106890629094,0.0020554681022808157,0.0633584134789673,0.12973881140744603,3240,2278,1000,1000
T3_pn_clf,inchikey,pub,20260817,brier,0.13888679929861303,0.13902823967964809,0.0068065155036205575,0.12601427873404247,0.139016075007941,0.15308064546730726,3240,2278,1000,1000
T3_pn_clf,inchikey,pub,20260817,ece_10bin,0.11224717045731755,0.11271046189336456,0.007648311405694073,0.09691884393474998,0.11277058307880146,0.1277881487152975,3240,2278,1000,1000
T3_pn_clf,inchikey,pub,20260817,sensitivity,0.9844653179190751,0.9845276411219646,0.002814066245596302,0.9786168157202906,0.9846238325435472,0.9897455454863621,3240,2278,1000,1000
T3_pn_clf,inchikey,pub,20260817,specificity,0.04025423728813559,0.04013867586764162,0.013416345805806014,0.016336382800464854,0.039446385673727886,0.06832950860220964,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260815,roc_auc,0.600619519692368,0.6017397132805729,0.019014088122563978,0.5647047960589229,0.6021595650447606,0.6371819040045853,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260815,pr_auc,0.8939739954161865,0.8940520566296835,0.00951696928635706,0.8739283767417491,0.8944079846529385,0.9114457343733228,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260815,balanced_accuracy,0.5019716860977761,0.5020568901260043,0.00370694964318096,0.495543457811741,0.5018319113682638,0.5099609321904628,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260815,mcc,0.012019657387950753,0.01263434070697657,0.022546091750748478,-0.028082778742185857,0.011121075092548397,0.057891527101995806,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260815,brier,0.1313780292332636,0.1314406658875271,0.007124374316819714,0.11743476109209539,0.13114634847179676,0.14539166023126054,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260815,ece_10bin,0.09057110470064263,0.09297928316209947,0.0077429018734650815,0.07824984857983772,0.09285470673754923,0.1091817996252385,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260815,sensitivity,0.9869942196531792,0.9870684794282601,0.00289520451086261,0.9811250197988437,0.9871013973486206,0.99270937520981,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260815,specificity,0.01694915254237288,0.017045300823748402,0.0070479334034166665,0.004705606186136426,0.01632177346463061,0.03333333333333333,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260816,roc_auc,0.5847526513667092,0.5839929265444018,0.018310945930505387,0.5476494326319747,0.5846821103448199,0.6194784975045717,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260816,pr_auc,0.8855347472240223,0.8852323399524493,0.009685249422459227,0.865385651536858,0.8855595747556394,0.9041469624670527,3240,2278,1000,1000
T3_pn_clf,inchikey,random,20260816,balanced_accuracy,0.5158837072597238,0.5156404519591463,0.006436696539111945,0.5041328879812692,0.5154406215320835,0.5295543998148015,3240,2278,1000,1000
