record_id,compound_id,poi,e3,scaffold,pub_group,year_int,temporal_group,poi_e3
0,1,BRD7,VHL,O=C(COCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
1,1,BRD9,VHL,O=C(COCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
2,2,BRD7,VHL,O=C(COCCOCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
3,2,BRD9,VHL,O=C(COCCOCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
4,3,BRD9,CRBN,O=C(COCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)NCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||CRBN
5,4,BRD9,CRBN,O=C(COCCOCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)NCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||CRBN
6,5,BRD7,DCAF15,O=C(COCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)NCc1ccc(S(=O)(=O)Nc2cccc3cc[nH]c23)cc1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||DCAF15
7,5,BRD9,DCAF15,O=C(COCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)NCc1ccc(S(=O)(=O)Nc2cccc3cc[nH]c23)cc1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||DCAF15
8,6,BRD7,DCAF15,O=C(COCCOCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)NCc1ccc(S(=O)(=O)Nc2cccc3cc[nH]c23)cc1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||DCAF15
9,6,BRD9,DCAF15,O=C(COCCOCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)NCc1ccc(S(=O)(=O)Nc2cccc3cc[nH]c23)cc1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||DCAF15
10,7,BRD7,VHL,O=C(COCCOCCOCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
11,7,BRD9,VHL,O=C(COCCOCCOCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
12,8,BRD7,VHL,O=C(COCCOCCCCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)NCC(=O)N1CCC[C@@H]1C(=O)NCc1ccc(-c2cncs2)cc1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
13,8,BRD9,VHL,O=C(COCCOCCCCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)NCC(=O)N1CCC[C@@H]1C(=O)NCc1ccc(-c2cncs2)cc1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
14,9,BRD7,VHL,O=C(COCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
15,9,BRD9,VHL,O=C(COCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
16,10,BRD7,VHL,O=C(COCCOCCOCC(=O)N1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
17,10,BRD9,VHL,O=C(COCCOCCOCC(=O)N1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
18,11,BRD7,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
19,11,BRD9,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
20,12,BRD7,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
21,12,BRD9,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
22,13,BRD7,VHL,O=C(NCc1ccc(-c2cncs2)cc1OCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)[C@@H]1CCCN1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
23,13,BRD9,VHL,O=C(NCc1ccc(-c2cncs2)cc1OCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)[C@@H]1CCCN1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
24,14,BRD7,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCOCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
25,14,BRD9,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCOCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
26,15,BRD7,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCOCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
27,15,BRD9,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCOCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
28,16,BRD7,VHL,O=C(NCc1ccc(-c2cncs2)cc1OCCOCCOCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)[C@@H]1CCCN1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
29,16,BRD9,VHL,O=C(NCc1ccc(-c2cncs2)cc1OCCOCCOCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)[C@@H]1CCCN1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
30,17,BRD7,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
31,17,BRD9,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
32,18,BRD7,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
33,18,BRD9,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
34,19,BRD7,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
35,19,BRD9,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
36,20,BRD7,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
37,20,BRD9,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
38,21,BRD7,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
39,21,BRD9,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCOCCOCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
40,22,BRD9,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCCCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
41,22,BRD9,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCCCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
42,22,BRD9,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCCCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
43,22,BRD7,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCCCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
44,22,BRD7,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCCCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
45,22,BRD9,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCCCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1002/cbic.202300351,2023,2023,BRD9||VHL
46,22,BRD7,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCCCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1002/cbic.202300351,2023,2023,BRD7||VHL
47,23,BRD7,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCCCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
48,23,BRD9,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCCCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
49,24,BRD7,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCCCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
50,24,BRD9,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCCCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
51,25,BRD7,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCCCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
52,25,BRD9,VHL,O=C(NCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCCCCN1CCN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)CC1)C1CC1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
53,26,BRD7,VHL,O=C(COCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
54,26,BRD9,VHL,O=C(COCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
55,27,BRD7,VHL,O=C(COCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
56,27,BRD9,VHL,O=C(COCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
57,28,BRD7,VHL,O=C(COCCOCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
58,28,BRD9,VHL,O=C(COCCOCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
59,29,BRD7,VHL,O=C(COCCOCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
60,29,BRD9,VHL,O=C(COCCOCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
61,30,BRD7,VHL,O=C(COCCOCCOCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
62,30,BRD9,VHL,O=C(COCCOCCOCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
63,31,BRD7,VHL,O=C(COCCOCCOCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
64,31,BRD9,VHL,O=C(COCCOCCOCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
65,32,BRD7,VHL,O=C(CCCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
66,32,BRD9,VHL,O=C(CCCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
67,33,BRD7,VHL,O=C(CCCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
68,33,BRD9,VHL,O=C(CCCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
69,34,BRD7,VHL,O=C(CCCCOCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
70,34,BRD9,VHL,O=C(CCCCOCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
71,35,BRD7,VHL,O=C(CCCCOCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD7||VHL
72,35,BRD9,VHL,O=C(CCCCOCCOc1cc(-c2cncs2)ccc1CNC(=O)[C@@H]1CCCN1C(=O)CNC(=O)C1CC1)NC1CN(Cc2ccc(-c3c[nH]c(=O)c4cnccc34)cc2)C1,10.1021/acs.jmedchem.8b01413,,UNKNOWN,BRD9||VHL
73,36,MCL1,CRBN,O=C1CCC(N2C(=O)c3cccc(OCC(=O)N4CCN(CCn5cc(CCCOc6cccc7ccccc67)c6cccc(-c7cn[nH]c7COc7ccc(N8CCNCC8)cc7)c65)CC4)c3C2=O)C(=O)N1,10.1021/acs.jmedchem.9b00455,,UNKNOWN,MCL1||CRBN
74,37,MDM2,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCCNC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7ccccc76)[C@H]5c5ccccc5)cc4)c3C2=O)C(=O)N1,10.1021/acs.jmedchem.8b00909,,UNKNOWN,MDM2||CRBN
75,38,MDM2,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCNC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7ccccc76)[C@H]5c5ccccc5)cc4)c3C2=O)C(=O)N1,10.1021/acs.jmedchem.8b00909,,UNKNOWN,MDM2||CRBN
76,39,MDM2,CRBN,O=C1CCC(N2Cc3c(NC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7ccccc76)[C@H]5c5ccccc5)cc4)cccc3C2=O)C(=O)N1,10.1021/acs.jmedchem.8b00909,,UNKNOWN,MDM2||CRBN
77,40,MDM2,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCNC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7ccccc76)[C@H]5c5ccccc5)cc4)c3C2=O)C(=O)N1,10.1021/acs.jmedchem.8b00909,,UNKNOWN,MDM2||CRBN
78,41,MDM2,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCNC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7ccccc76)[C@H]5c5ccccc5)cc4)c3C2=O)C(=O)N1,10.1021/acs.jmedchem.8b00909,,UNKNOWN,MDM2||CRBN
79,42,MDM2,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCCCNC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7ccccc76)[C@H]5c5ccccc5)cc4)c3C2=O)C(=O)N1,10.1021/acs.jmedchem.8b00909,,UNKNOWN,MDM2||CRBN
80,43,MDM2,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCCCCNC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7ccccc76)[C@H]5c5ccccc5)cc4)c3C2=O)C(=O)N1,10.1021/acs.jmedchem.8b00909,,UNKNOWN,MDM2||CRBN
81,44,MDM2,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCCCCCNC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7ccccc76)[C@H]5c5ccccc5)cc4)c3C2=O)C(=O)N1,10.1021/acs.jmedchem.8b00909,,UNKNOWN,MDM2||CRBN
82,45,MDM2,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCNC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7ccccc76)[C@H]5c5ccccc5)cc4)c3C2=O)C(=O)N1,10.1021/acs.jmedchem.8b00909,,UNKNOWN,MDM2||CRBN
83,46,MDM2,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCNC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7ccccc76)[C@H]5c5ccccc5)cc4)c3C2=O)C(=O)N1,10.1021/acs.jmedchem.8b00909,,UNKNOWN,MDM2||CRBN
84,47,MDM2,CRBN,O=C1CCC(N2C(=O)c3cccc(CCCCCNC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7ccccc76)[C@H]5c5ccccc5)cc4)c3C2=O)C(=O)N1,10.1021/acs.jmedchem.8b00909,,UNKNOWN,MDM2||CRBN
85,48,MDM2,CRBN,O=C1CCC(N2Cc3c(NCCCCNC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7ccccc76)[C@H]5c5ccccc5)cc4)cccc3C2=O)C(=O)N1,10.1021/acs.jmedchem.8b00909,,UNKNOWN,MDM2||CRBN
86,49,MDM2,CRBN,O=C1CCC(N2Cc3c(CCCCCNC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7ccccc76)[C@H]5c5ccccc5)cc4)cccc3C2=O)C(=O)N1,10.1021/acs.jmedchem.8b00909,,UNKNOWN,MDM2||CRBN
87,50,MDM2,CRBN,O=C1CCC(N2Cc3c(C#CCCCNC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7ccccc76)[C@H]5c5ccccc5)cc4)cccc3C2=O)C(=O)N1,10.1021/acs.jmedchem.8b00909,,UNKNOWN,MDM2||CRBN
88,51,MDM2,CRBN,O=C1CCC(N2Cc3c(C#CCCNC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7ccccc76)[C@H]5c5ccccc5)cc4)cccc3C2=O)C(=O)N1,10.1021/acs.jmedchem.8b00909,,UNKNOWN,MDM2||CRBN
