record_id,compound_id,poi,e3,scaffold,pub_group,year_int,temporal_group,poi_e3
1788,1213,CDK7,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,CDK7||CRBN
1789,1213,CDK9,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,CDK9||CRBN
1790,1213,RPS6KA3,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,RPS6KA3||CRBN
1791,1213,NEK3,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,NEK3||CRBN
1792,1213,NEK4,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,NEK4||CRBN
1793,1213,PRKAA2,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,PRKAA2||CRBN
1794,1213,CDK5,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,CDK5||CRBN
1795,1213,CDK16,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,CDK16||CRBN
1796,1213,CDK17,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,CDK17||CRBN
1797,1213,FAK,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,FAK||CRBN
1798,1213,PRKAA1,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,PRKAA1||CRBN
1799,1213,PTK2B,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,PTK2B||CRBN
1800,1213,STK38,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,STK38||CRBN
1801,1213,RPS6KA1,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,RPS6KA1||CRBN
1802,1213,MAP3K11,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,MAP3K11||CRBN
1803,1213,AAK1,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,AAK1||CRBN
1804,1213,NEK9,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,NEK9||CRBN
1805,1213,STK35,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,STK35||CRBN
1806,1213,AURKB,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,AURKB||CRBN
1807,1213,NEK1,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,NEK1||CRBN
1808,1213,STK33,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,STK33||CRBN
1809,1213,CDK12,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,CDK12||CRBN
1810,1213,TBK1,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,TBK1||CRBN
1811,1213,IRAK3,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNS(=O)(=O)c4ccc(Nc5nccc(Nc6ccccc6)n5)cc4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,IRAK3||CRBN
1812,1214,BRD4,CRBN,O=C1CCC(N2Cc3c(NC(=O)COCCn4cc(CNC(=O)c5cc6c(-c7ccccc7Oc7ccccc7)c[nH]c(=O)c6[nH]5)nn4)cccc3C2=O)C(=O)N1,10.1016/j.bioorg.2020.103817,2020,2020,BRD4||CRBN
1813,1215,BRD4,CRBN,O=C1CCC(N2Cc3c(NC(=O)COCCOCCn4cc(CNC(=O)c5cc6c(-c7ccccc7Oc7ccccc7)c[nH]c(=O)c6[nH]5)nn4)cccc3C2=O)C(=O)N1,10.1016/j.bioorg.2020.103817,2020,2020,BRD4||CRBN
1814,1216,BRD4,CRBN,O=C1CCC(N2Cc3c(NC(=O)COCCOCCOCCn4cc(CNC(=O)c5cc6c(-c7ccccc7Oc7ccccc7)c[nH]c(=O)c6[nH]5)nn4)cccc3C2=O)C(=O)N1,10.1016/j.bioorg.2020.103817,2020,2020,BRD4||CRBN
1815,1217,BRD4,CRBN,O=C1CCC(N2Cc3c(NC(=O)COCCOCCOCCOCCn4cc(CNC(=O)c5cc6c(-c7ccccc7Oc7ccccc7)c[nH]c(=O)c6[nH]5)nn4)cccc3C2=O)C(=O)N1,10.1016/j.bioorg.2020.103817,2020,2020,BRD4||CRBN
1816,1218,EGFR,CRBN,O=C1CCC(N2Cc3c(NC(=O)COCCOCCNCCNc4ccc(Nc5nccc(-c6c[nH]c7ccccc67)n5)cc4)cccc3C2=O)C(=O)N1,10.1016/j.bmcl.2020.127167,2020,2020,EGFR||CRBN
1817,1219,EGFR,CRBN,O=C1CCC(N2Cc3c(NC(=O)COCCOCCOCCNCCNc4ccc(Nc5nccc(-c6c[nH]c7ccccc67)n5)cc4)cccc3C2=O)C(=O)N1,10.1016/j.bmcl.2020.127167,2020,2020,EGFR||CRBN
1818,1220,EGFR,CRBN,O=C1CCC(N2Cc3c(NC(=O)COCCOCCOCCOCCNCCNc4ccc(Nc5nccc(-c6c[nH]c7ccccc67)n5)cc4)cccc3C2=O)C(=O)N1,10.1016/j.bmcl.2020.127167,2020,2020,EGFR||CRBN
1819,1221,BRD2,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCOCCOCCOCCCNC(=O)c4nc(Nc5cc(C6CC6)n[nH]5)c5c(n4)[nH]c4cc(-c6cnoc6)ccc45)c3C2=O)C(=O)N1,10.1158/0008-5472.can-16-2622,,UNKNOWN,BRD2||CRBN
1820,1221,BRD3,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCOCCOCCOCCCNC(=O)c4nc(Nc5cc(C6CC6)n[nH]5)c5c(n4)[nH]c4cc(-c6cnoc6)ccc45)c3C2=O)C(=O)N1,10.1158/0008-5472.can-16-2622,,UNKNOWN,BRD3||CRBN
1821,1221,BRD4,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCOCCOCCOCCCNC(=O)c4nc(Nc5cc(C6CC6)n[nH]5)c5c(n4)[nH]c4cc(-c6cnoc6)ccc45)c3C2=O)C(=O)N1,10.1158/0008-5472.can-16-2622,,UNKNOWN,BRD4||CRBN
1822,1222,BTK,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCN1CCN(C(=O)c2ccc(Nc3nc(-c4cccc(NC(=O)c5ccccc5)c4)c[nH]c3=O)cc2)CC1,10.1182/blood-2018-07-862953,2018,2018,BTK||CRBN
1823,1222,BTK C481S,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCN1CCN(C(=O)c2ccc(Nc3nc(-c4cccc(NC(=O)c5ccccc5)c4)c[nH]c3=O)cc2)CC1,10.1182/blood-2018-07-862953,2018,2018,BTK C481S||CRBN
1824,1223,BTK,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCCCN1CCN(C(=O)c2ccc(Nc3nc(-c4cccc(NC(=O)c5ccccc5)c4)c[nH]c3=O)cc2)CC1,10.1182/blood-2018-07-862953,2018,2018,BTK||CRBN
1825,1223,BTK C481S,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCCCN1CCN(C(=O)c2ccc(Nc3nc(-c4cccc(NC(=O)c5ccccc5)c4)c[nH]c3=O)cc2)CC1,10.1182/blood-2018-07-862953,2018,2018,BTK C481S||CRBN
1826,1223,BTK,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCCCN1CCN(C(=O)c2ccc(Nc3nc(-c4cccc(NC(=O)c5ccccc5)c4)c[nH]c3=O)cc2)CC1,10.1016/j.crchbi.2022.100029,2022,2022,BTK||CRBN
1827,1224,BTK,CRBN,O=C(COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCCCN1CCN(C(=O)c2ccc(Nc3nc(-c4cccc(NC(=O)c5ccccc5)c4)c[nH]c3=O)cc2)CC1,10.1182/blood-2018-07-862953,2018,2018,BTK||CRBN
1828,1225,SLC9A1,CRBN,O=C(COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCOCCNC(=O)c1ccc(-c2ccccc2)c(N2CCC(c3cnc[nH]3)CC2)c1,10.1016/j.chembiol.2020.04.003,2020,2020,SLC9A1||CRBN
1829,1226,SLC9A1,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNC(=O)c4ccc(-c5ccccc5)c(N5CCC(c6cnc[nH]6)CC5)c4)c3C2=O)C(=O)N1,10.1016/j.chembiol.2020.04.003,2020,2020,SLC9A1||CRBN
1830,1226,SLC9A2,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNC(=O)c4ccc(-c5ccccc5)c(N5CCC(c6cnc[nH]6)CC5)c4)c3C2=O)C(=O)N1,10.1016/j.chembiol.2020.04.003,2020,2020,SLC9A2||CRBN
1831,1226,SLC9A4,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNC(=O)c4ccc(-c5ccccc5)c(N5CCC(c6cnc[nH]6)CC5)c4)c3C2=O)C(=O)N1,10.1016/j.chembiol.2020.04.003,2020,2020,SLC9A4||CRBN
1832,1226,SLC9A7,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNC(=O)c4ccc(-c5ccccc5)c(N5CCC(c6cnc[nH]6)CC5)c4)c3C2=O)C(=O)N1,10.1016/j.chembiol.2020.04.003,2020,2020,SLC9A7||CRBN
1833,1226,SLC9B1,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCOCCNC(=O)c4ccc(-c5ccccc5)c(N5CCC(c6cnc[nH]6)CC5)c4)c3C2=O)C(=O)N1,10.1016/j.chembiol.2020.04.003,2020,2020,SLC9B1||CRBN
1834,1227,SLC9A1,CRBN,O=C(COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCCOCCCOCCNC(=O)c1ccc(-c2ccccc2)c(N2CCC(c3cnc[nH]3)CC2)c1,10.1016/j.chembiol.2020.04.003,2020,2020,SLC9A1||CRBN
1835,1228,SLC9A1,CRBN,O=C(COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCNC(=O)c1ccc(-c2ccccc2)c(N2CCC(c3cnc[nH]3)CC2)c1,10.1016/j.chembiol.2020.04.003,2020,2020,SLC9A1||CRBN
1836,1229,SLC9A1,CRBN,O=C(COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCCCNC(=O)c1ccc(-c2ccccc2)c(N2CCC(c3cnc[nH]3)CC2)c1,10.1016/j.chembiol.2020.04.003,2020,2020,SLC9A1||CRBN
1837,1230,FLT3,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCN1CCN(CCOc2ccc3c(c2)sc2nc(-c4ccc(NC(=O)Nc5ccon5)cc4)cn23)CC1,10.1016/j.chembiol.2017.10.005,2017,2017,FLT3||CRBN
1838,1230,GAK,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCN1CCN(CCOc2ccc3c(c2)sc2nc(-c4ccc(NC(=O)Nc5ccon5)cc4)cn23)CC1,10.1016/j.cell.2020.10.038,2020,2020,GAK||CRBN
1839,1230,LCK,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCN1CCN(CCOc2ccc3c(c2)sc2nc(-c4ccc(NC(=O)Nc5ccon5)cc4)cn23)CC1,10.1016/j.cell.2020.10.038,2020,2020,LCK||CRBN
1840,1230,Src,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCN1CCN(CCOc2ccc3c(c2)sc2nc(-c4ccc(NC(=O)Nc5ccon5)cc4)cn23)CC1,10.1016/j.cell.2020.10.038,2020,2020,Src||CRBN
1841,1230,FER,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCN1CCN(CCOc2ccc3c(c2)sc2nc(-c4ccc(NC(=O)Nc5ccon5)cc4)cn23)CC1,10.1016/j.cell.2020.10.038,2020,2020,FER||CRBN
1842,1230,BLK,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCN1CCN(CCOc2ccc3c(c2)sc2nc(-c4ccc(NC(=O)Nc5ccon5)cc4)cn23)CC1,10.1016/j.cell.2020.10.038,2020,2020,BLK||CRBN
1843,1230,IRAK1,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCN1CCN(CCOc2ccc3c(c2)sc2nc(-c4ccc(NC(=O)Nc5ccon5)cc4)cn23)CC1,10.1016/j.cell.2020.10.038,2020,2020,IRAK1||CRBN
1844,1230,CDK5,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCN1CCN(CCOc2ccc3c(c2)sc2nc(-c4ccc(NC(=O)Nc5ccon5)cc4)cn23)CC1,10.1016/j.cell.2020.10.038,2020,2020,CDK5||CRBN
1845,1230,MAP4K2,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCN1CCN(CCOc2ccc3c(c2)sc2nc(-c4ccc(NC(=O)Nc5ccon5)cc4)cn23)CC1,10.1016/j.cell.2020.10.038,2020,2020,MAP4K2||CRBN
1846,1230,RIPK1,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCN1CCN(CCOc2ccc3c(c2)sc2nc(-c4ccc(NC(=O)Nc5ccon5)cc4)cn23)CC1,10.1016/j.cell.2020.10.038,2020,2020,RIPK1||CRBN
1847,1230,p38alpha,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCN1CCN(CCOc2ccc3c(c2)sc2nc(-c4ccc(NC(=O)Nc5ccon5)cc4)cn23)CC1,10.1016/j.cell.2020.10.038,2020,2020,p38alpha||CRBN
1848,1231,FLT3,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCOc1ccc2c(c1)sc1nc(-c3ccc(NC(=O)Nc4ccon4)cc3)cn12,10.1016/j.chembiol.2017.10.005,2017,2017,FLT3||CRBN
1849,1232,FLT3,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCOCCOc1ccc2c(c1)sc1nc(-c3ccc(NC(=O)Nc4ccon4)cc3)cn12,10.1016/j.chembiol.2017.10.005,2017,2017,FLT3||CRBN
1850,1233,FLT3,CRBN,O=C(CCC(=O)N1CCN(CCOc2ccc3c(c2)sc2nc(-c4ccc(NC(=O)Nc5ccon5)cc4)cn23)CC1)NCCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,10.1016/j.chembiol.2017.10.005,2017,2017,FLT3||CRBN
1851,1234,FLT3,CRBN,O=C(CCC(=O)N1CCN(CCOc2ccc3c(c2)sc2nc(-c4ccc(NC(=O)Nc5ccon5)cc4)cn23)CC1)NCCCCCCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,10.1016/j.chembiol.2017.10.005,2017,2017,FLT3||CRBN
1852,1235,FLT3,CRBN,O=C(CCC(=O)N1CCN(CCOc2ccc3c(c2)sc2nc(-c4ccc(NC(=O)Nc5ccon5)cc4)cn23)CC1)NCCCOCCOCCOCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,10.1016/j.chembiol.2017.10.005,2017,2017,FLT3||CRBN
1853,1236,FLT3,CRBN,O=C(COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCNC(=O)CN1CCN(CCOc2ccc3c(c2)sc2nc(-c4ccc(NC(=O)Nc5ccon5)cc4)cn23)CC1,10.1016/j.chembiol.2017.10.005,2017,2017,FLT3||CRBN
1854,1237,FLT3,CRBN,O=C(COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCCCCCNC(=O)CN1CCN(CCOc2ccc3c(c2)sc2nc(-c4ccc(NC(=O)Nc5ccon5)cc4)cn23)CC1,10.1016/j.chembiol.2017.10.005,2017,2017,FLT3||CRBN
1855,1238,FLT3,CRBN,O=C(COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCOCCOCCOCCCNC(=O)CN1CCN(CCOc2ccc3c(c2)sc2nc(-c4ccc(NC(=O)Nc5ccon5)cc4)cn23)CC1,10.1016/j.chembiol.2017.10.005,2017,2017,FLT3||CRBN
1856,1239,BTK,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCN4CCN(CCCOc5ccc6c(Nc7ccccc7)ccnc6c5)CC4)c3C2=O)C(=O)N1,10.1016/j.chembiol.2017.10.005,2017,2017,BTK||CRBN
1857,1239,HER3,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCN4CCN(CCCOc5ccc6c(Nc7ccccc7)ccnc6c5)CC4)c3C2=O)C(=O)N1,NO_DOI,,UNKNOWN,HER3||CRBN
1858,1240,BTK,CRBN,O=C(CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCN1CCN(c2ccc(Nc3cc(-c4cccc(-n5ccc6cc(C7CC7)ccc6c5=O)c4)c[nH]c3=O)nc2)CC1,10.1016/j.chembiol.2017.10.005,2017,2017,BTK||CRBN
1859,1241,Wee1,CRBN,O=C(CCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCN1CCN(c2ccc(Nc3ncc4c(=O)[nH]n(-c5ccccn5)c4n3)cc2)CC1,10.1016/j.chembiol.2019.10.013,2019,2019,Wee1||CRBN
1860,1242,Wee1,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCN4CCN(c5ccc(Nc6ncc7c(=O)[nH]n(-c8ccccn8)c7n6)cc5)CC4)c3C2=O)C(=O)N1,10.1016/j.chembiol.2019.10.013,2019,2019,Wee1||CRBN
1861,1243,Wee1,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCCCCN4CCN(c5ccc(Nc6ncc7c(=O)[nH]n(-c8ccccn8)c7n6)cc5)CC4)c3C2=O)C(=O)N1,10.1016/j.chembiol.2019.10.013,2019,2019,Wee1||CRBN
1862,1244,Wee1,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCN4CCN(c5ccc(Nc6ncc7c(=O)[nH]n(-c8ccccn8)c7n6)cc5)CC4)c3C2=O)C(=O)N1,10.1016/j.chembiol.2019.10.013,2019,2019,Wee1||CRBN
1863,1244,PAK4,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCN4CCN(c5ccc(Nc6ncc7c(=O)[nH]n(-c8ccccn8)c7n6)cc5)CC4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,PAK4||CRBN
1864,1244,PRKCI,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCN4CCN(c5ccc(Nc6ncc7c(=O)[nH]n(-c8ccccn8)c7n6)cc5)CC4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,PRKCI||CRBN
1865,1244,PDK1,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCN4CCN(c5ccc(Nc6ncc7c(=O)[nH]n(-c8ccccn8)c7n6)cc5)CC4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,PDK1||CRBN
1866,1244,PDK2,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCN4CCN(c5ccc(Nc6ncc7c(=O)[nH]n(-c8ccccn8)c7n6)cc5)CC4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,PDK2||CRBN
1867,1244,PDK3,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCN4CCN(c5ccc(Nc6ncc7c(=O)[nH]n(-c8ccccn8)c7n6)cc5)CC4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,PDK3||CRBN
1868,1244,COQ8A,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCN4CCN(c5ccc(Nc6ncc7c(=O)[nH]n(-c8ccccn8)c7n6)cc5)CC4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,COQ8A||CRBN
1869,1244,TBCK,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCN4CCN(c5ccc(Nc6ncc7c(=O)[nH]n(-c8ccccn8)c7n6)cc5)CC4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,TBCK||CRBN
1870,1244,MKNK2,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCN4CCN(c5ccc(Nc6ncc7c(=O)[nH]n(-c8ccccn8)c7n6)cc5)CC4)c3C2=O)C(=O)N1,10.1016/j.cell.2020.10.038,2020,2020,MKNK2||CRBN
1871,1245,PD-L1,CRBN,O=C(CCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCNC(=O)C1CCCCN1Cc1ccc(OCc2cccc(-c3ccccc3)c2)cc1,10.1016/j.ejmech.2020.112377,2020,2020,PD-L1||CRBN
1872,1246,PD-L1,CRBN,O=C1CCC(N2C(=O)c3cccc(NC(=O)CCCC(=O)N4CCN(C(=O)C5CCCCN5Cc5ccc(OCc6cccc(-c7ccccc7)c6)cc5)CC4)c3C2=O)C(=O)N1,10.1016/j.ejmech.2020.112377,2020,2020,PD-L1||CRBN
1873,1247,PD-L1,CRBN,O=C1CCC(N2C(=O)c3cccc(NCCCCNC(=O)C4CCCCN4Cc4ccc(OCc5cccc(-c6ccccc6)c5)cc4)c3C2=O)C(=O)N1,10.1016/j.ejmech.2020.112377,2020,2020,PD-L1||CRBN
1874,1248,PD-L1,CRBN,O=C(CCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCNC(=O)C1CCCCN1Cc1ccc(OCc2cccc(-c3ccccc3)c2)cc1OCc1ccccc1,10.1016/j.ejmech.2020.112377,2020,2020,PD-L1||CRBN
1875,1249,PD-L1,CRBN,O=C(CCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCNC(=O)C1CCCCN1Cc1ccc(OCc2cccc(-c3ccccc3)c2)cc1OCc1ccccc1,10.1016/j.ejmech.2020.112377,2020,2020,PD-L1||CRBN
1876,1250,PD-L1,CRBN,O=C(CCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCNC(=O)C1CCCCN1Cc1ccc(OCc2cccc(-c3ccccc3)c2)cc1OCc1ccccc1,10.1016/j.ejmech.2020.112377,2020,2020,PD-L1||CRBN
1877,1251,PD-L1,CRBN,O=C(CCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCCNC(=O)C1CCCCN1Cc1ccc(OCc2cccc(-c3ccccc3)c2)cc1OCc1ccccc1,10.1016/j.ejmech.2020.112377,2020,2020,PD-L1||CRBN
1878,1252,PD-L1,CRBN,O=C(CCCC(=O)Nc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCNC(=O)C1CCCCN1Cc1ccc(OCc2cccc(-c3ccccc3)c2)cc1OCc1ccccc1,10.1016/j.ejmech.2020.112377,2020,2020,PD-L1||CRBN
1879,1253,PD-L1,CRBN,O=C1CCC(N2C(=O)c3cccc(NC(=O)CCCC(=O)N4CCN(C(=O)C5CCCCN5Cc5ccc(OCc6cccc(-c7ccccc7)c6)cc5OCc5ccccc5)CC4)c3C2=O)C(=O)N1,10.1016/j.ejmech.2020.112377,2020,2020,PD-L1||CRBN
